107,Кудекина Зинаида Игоревна,250,10и,3,Кудекина_ЗИ,iwSRxOrS
108,Дерналов Виталий Викторович,1,9г,4,Дерналов_ВВ,H3lQThta
109,Сазинова Галина Романовна,61,9и,3,Сазинова_ГР,K3Mmq9cV
110,Остаченова Марина Эдуардовна,229,9т,5,Остаченова_МЭ,KrzUGuzU
111,Битюкова Яна Егоровна,488,9и,4,Битюкова_ЯЕ,RD1mSvmf
112,Иваницкий Константин Борисович,232,8д,5,Иваницкий_КБ,69WBg4vO
113,Белянский Владислав Игоревич,74,11б,5,Белянский_ВИ,sZrLxcpx
114,Баранкин Артём Алексеевич,382,9т,2,Баранкин_АА,TrVmuWJl
115,Шкабанова Софья Вадимовна,499,9х,4,Шкабанова_СВ,w7JC62xn
116,Полозлов Денис Адамович,155,8т,3,Полозлов_ДА,5VRA7CUn
117,Жунина Светлана Михайловна,162,8в,3,Жунина_СМ,CFHu33aX
118,Пантыкин Борис Игоревич,245,9х,2,Пантыкин_БИ,jfYjdV4e
119,Доутова Марина Богдановна,189,11х,2,Доутова_МБ,uWTsyKqi
120,Трещалова Яна Андреевна,330,8б,3,Трещалова_ЯА,iYLXJsLQ
121,Ивашечкин Александр Данилович,390,10т,4,Ивашечкин_АД,w8zfxAMD
122,Мазьянова Инна Богдановна,416,11в,4,Мазьянова_ИБ,u0jGTvtV
123,Корогев Николай Евгеньевич,184,8б,5,Корогев_НЕ,Bw4RHeX1
124,Заидова Галина Максимовна,88,9т,4,Заидова_ГМ,Q32ijfNJ
125,Рамхин Кирилл Алексиевич,459,9х,4,Рамхин_КА,jsDYZbwR
126,Кизбабаев Эдуард Фёдорович,415,11т,2,Кизбабаев_ЭФ,Swk8IoA6
127,Соурчаков Ярослав Валериевич,268,8б,2,Соурчаков_ЯВ,jKwe8KpP
128,Мотяшева Алена Михайловна,404,7т,2,Мотяшева_АМ,7ZUGJFyS
129,Горшкова Наталия Яковлевна,340,11а,2,Горшкова_НЯ,nWhycclx
130,Зябрицкий Игорь Виталиевич,332,7а,5,Зябрицкий_ИВ,bEOVGCsb
131,Шельдяев Игорь Юриевич,97,7д,5,Шельдяев_ИЮ,TminANU3
132,Шмелькин Максим Викторович,483,9т,5,Шмелькин_МВ,PZ3yL02S
133,Жалкин Алексей Алексеевич,43,7а,3,Жалкин_АА,DVLyx6gF
134,Худасов Денис Максимович,70,10д,2,Худасов_ДМ,tbb3AZPL
135,Швичкова Наталья Эдуардовна,398,7г,4,Швичкова_НЭ,QsMLalYo
136,Едская Жанна Валерьевна,436,11в,4,Едская_ЖВ,dBs3wEbX
137,Поморзина Полина Евгеньевна,122,7д,4,Поморзина_ПЕ,y5BdG3b7
138,Будачева Кира Олеговна,55,11х,4,Будачева_КО,MDJljfkY
139,Молкаев Василий Валериевич,216,8д,2,Молкаев_ВВ,RHrK0S7Q
140,Яцынин Константин Тимофеевич,285,7г,2,Яцынин_КТ,TdHFUPQf
141,Маховиков Василий Петрович,391,7х,4,Маховиков_ВП,oocg2NFq
142,Шаметова Евгения Вадимовна,463,7а,2,Шаметова_ЕВ,TZjAqQ5k
143,Законнова Жанна Евгеньевна,442,11и,1,Законнова_ЖЕ,UL2YDBwf
144,Перчихин Аркадий Тимофеевич,164,10т,3,Перчихин_АТ,IlllAspD
145,Бурдасова Ксения Игоревна,203,9а,3,Бурдасова_КИ,CTfOPJDd
146,Киссин Степан Иванович,251,7х,5,Киссин_СИ,kVedVqDl
147,Вапилина Мария Егоровна,77,7д,2,Вапилина_МЕ,ieWR0XE7
148,Сигутина Дарья Федоровна,458,7б,2,Сигутина_ДФ,lZtFDFiz
149,Сошьяков Альберт Фёдорович,17,7т,4,Сошьяков_АФ,hlmUgfn7
150,Лугахина Клара Вадимовна,419,8в,4,Лугахина_КВ,OG2I7Fw2
151,Логецкий Анатолий Виталиевич,372,11б,4,Логецкий_АВ,c4UeDb5L
152,Ковайкова Юлия Егоровна,75,10г,2,Ковайкова_ЮЕ,VlKA6FV7
153,Вермутский Валерий Петрович,447,9и,5,Вермутский_ВП,kH0yQyqF
154,Россомахов Олег Юриевич,56,8в,2,Россомахов_ОЮ,3FFX6Wxa
155,Циплакова Екатерина Егоровна,471,9б,5,Циплакова_ЕЕ,luLqd6DH
156,Квятцева Алла Никитична,138,11в,2,Квятцева_АН,8gsEQ7eU
157,Выхухолева Лариса Василевна,384,8б,5,Выхухолева_ЛВ,zafKecwL
158,Целохов Андрей Вадимович,433,8и,5,Целохов_АВ,v0iRV388
159,Бендин Иван Яковлевич,71,8и,4,Бендин_ИЯ,W9D7riqg
160,Лазученков Василий Алексеевич,381,7х,2,Лазученков_ВА,U2I9SWSo
161,Скоропухов Михаил Василиевич,69,10и,3,Скоропухов_МВ,hyeHZK9H
162,Мухонкин Тарас Романович,126,9и,4,Мухонкин_ТР,c5jKRBBm
163,Камерцев Владимир Кириллович,303,7а,3,Камерцев_ВК,cvAT7hFG
164,Сандрыкина Анна Олеговна,324,10т,2,Сандрыкина_АО,x6yaICcJ
165,Недбайлов Алексей Денисович,15,7т,2,Недбайлов_АД,vDmWtHqX
166,Серпков Ярослав Георгиевич,380,10б,4,Серпков_ЯГ,KvThwm2H
167,Хатшуклов Аркадий Николаевич,42,11т,4,Хатшуклов_АН,BUech4vq
168,Литвалиева Алиса Егоровна,10,11и,3,Литвалиева_АЕ,X9xz4FQT
169,Енесина Лиза Валерьевна,293,9б,5,Енесина_ЛВ,qtVuJLlm
170,Пикальков Эдуард Алексиевич,21,8д,5,Пикальков_ЭА,MFVKl7xf
171,Сачинский Валентин Кириллович,125,10т,2,Сачинский_ВК,Jz9Uf4Pn
172,Тарзанова Евгения Аркадьевна,96,9д,2,Тарзанова_ЕА,p9EQRlxI
173,Лапундин Юрий Игоревич,267,8и,5,Лапундин_ЮИ,jVaR51T3
174,Личева Лиза Михайловна,453,9б,3,Личева_ЛМ,jNslZbuF
175,Смароверов Яков Борисович,131,11в,4,Смароверов_ЯБ,h4GMKLHt
176,Вереина Алла Василевна,295,10и,3,Вереина_АВ,6kORq218
177,Погиблева Дарья Леонидовна,283,9в,5,Погиблева_ДЛ,25i635Ob
178,Байнова Анастасия Вадимовна,363,7б,3,Байнова_АВ,MhAXqcKp
179,Шиловский Вячеслав Максимович,438,9и,4,Шиловский_ВМ,gqjrBiVj
180,Сыждиков Пётр Василиевич,494,11х,5,Сыждиков_ПВ,JJC2yfez
181,Каценова Алёна Эдуардовна,165,11т,2,Каценова_АЭ,zcLg88ri
182,Мужицких Ева Олеговна,348,8х,3,Мужицких_ЕО,E7Sj6CKu
183,Плеснецов Степан Юрьевич,22,10а,2,Плеснецов_СЮ,5HTPSijG
184,Игумнова Алёна Сергеевна,114,9д,4,Игумнова_АС,Ev4Kxxbl
185,Хадаров Владимир Валериевич,278,11т,5,Хадаров_ВВ,ytiIoeub
186,Ступакова Кира Ивановна,421,8и,3,Ступакова_КИ,jNVPTu4a
187,Шоленинов Федор Максимович,286,11т,4,Шоленинов_ФМ,zXNDLWZ8
188,Гундаров Руслан Николаевич,158,9д,4,Гундаров_РН,XsbzKdZ8
189,Гречишева Марина Андреевна,464,7д,2,Гречишева_МА,dg5kLOJV
190,Утилова Алена Андреевна,253,11д,3,Утилова_АА,8fNpSCUh
191,Роткичева Алиса Максимовна,410,10а,4,Роткичева_АМ,ZrIRWJTo
192,Колтышева Марина Вадимовна,87,11г,4,Колтышева_МВ,AmofpN1Z
193,Гурычева Лариса Валерьевна,489,9б,2,Гурычева_ЛВ,rN6lrU5P
194,Горцева Кристина Никитична,246,8и,4,Горцева_КН,kFcP58qo
195,Кутурин Геннадий Денисович,197,9в,2,Кутурин_ГД,jfdNqA8V
196,Стефанков Яков Евгеньевич,318,10г,3,Стефанков_ЯЕ,pMO3XGYf
197,Множина Людмила Василевна,90,8б,2,Множина_ЛВ,YywdHwZw
198,Семисалов Георгий Иванович,316,9в,3,Семисалов_ГИ,Bh79HtVJ
199,Рогалов Альберт Валериевич,327,9б,2,Рогалов_АВ,t16z1Tw3
200,Черетаева Анастасия Олеговна,341,9б,2,Черетаева_АО,OGYSL8La
201,Радоминова Любовь Игоревна,25,9и,5,Радоминова_ЛИ,oYXujoaO
202,Шувырина Лиза Андреевна,395,9а,5,Шувырина_ЛА,Cbk959HI
203,Калиженков Семён Алексеевич,401,11а,4,Калиженков_СА,XoPZz5HX
204,Старокашин Константин Петрович,309,10а,3,Старокашин_КП,Ux3UMeVW
205,Малтоцов Аркадий Яковлевич,218,8а,3,Малтоцов_АЯ,34xrmMcq
206,Кузеванова Ева Егоровна,116,7д,2,Кузеванова_ЕЕ,rdgfXZog
207,Нурулина Алёна Егоровна,284,9х,2,Нурулина_АЕ,bPRpuT85
208,Лератов Герасим Сергеевич,374,10а,4,Лератов_ГС,7Ym8l751
209,Людин Руслан Аркадиевич,498,7и,3,Людин_РА,Kh5xbj3P
210,Пурин Виктор Данилович,154,8и,5,Пурин_ВД,iNptrE2L
211,Лютов Виктор Юрьевич,288,11г,2,Лютов_ВЮ,St63kfyv
212,Марюшкина Яна Федоровна,345,10д,5,Марюшкина_ЯФ,N69jzeOi
213,Томилова Кристина Михайловна,492,11б,3,Томилова_КМ,iV1LFqGR
214,Дистерев Валерий Валериевич,24,7г,3,Дистерев_ВВ,I9SssUoc
215,Дочкин Геннадий Алексиевич,52,11и,5,Дочкин_ГА,IsoQFHuP
216,Иняхин Руслан Сергеевич,234,7и,5,Иняхин_РС,RQMHi8rE
217,Знайкова Раиса Егоровна,148,11х,3,Знайкова_РЕ,9VkQxnPa
218,Кашавцев Аркадий Леонидович,58,7а,4,Кашавцев_АЛ,ah5azZL8
219,Пятернина Кристина Андреевна,445,7и,2,Пятернина_КА,EEeOsMrf
220,Гусеева Карина Викторовна,263,9и,2,Гусеева_КВ,3jrAB5e5
221,Кастева Яна Сергеевна,108,7и,2,Кастева_ЯС,Zo3UKlri
222,Гришанин Тарас Павлович,113,10т,2,Гришанин_ТП,enGkAUc0
223,Грамоткин Илья Викторович,195,8д,5,Грамоткин_ИВ,O8lEIlcB
224,Мелисин Геннадий Василиевич,465,10г,2,Мелисин_ГВ,2vFLb8L9
225,Цинина Светлана Яковлевна,105,11г,5,Цинина_СЯ,dBYj8w4x
226,Петов Георгий Адамович,57,9а,2,Петов_ГА,CR5w6HHV
227,Реева Валентина Максимовна,146,11и,5,Реева_ВМ,xiC1IWDj
228,Слесивых Мария Аркадьевна,35,7и,5,Слесивых_МА,nh1nBIQZ
229,Афтаева Полина Ивановна,193,10д,5,Афтаева_ПИ,ibHsore5
230,Кривицкий Валентин Виталиевич,208,8х,5,Кривицкий_ВВ,buRI7jLQ
231,Чубатов Константин Леонидович,279,11а,4,Чубатов_КЛ,LjGLHvpq
232,Партенков Геннадий Павлович,418,8х,3,Партенков_ГП,kweHAuVK
233,Черушев Григорий Борисович,84,7г,4,Черушев_ГБ,BXRunz17
234,Тютекин Георгий Тимофеевич,262,7а,2,Тютекин_ГТ,bKBPyZdH
235,Янкевский Вячеслав Адамович,167,11г,4,Янкевский_ВА,kXM4942z
236,Сухручкина Клавдия Аркадьевна,177,7в,4,Сухручкина_КА,hzuwfwLs
237,Конофалова Клара Петровна,95,11д,5,Конофалова_КП,4cl1gGny
238,Лигасов Михаил Павлович,491,11г,4,Лигасов_МП,7jtyTB6T
239,Писарьков Альберт Игоревич,313,8в,4,Писарьков_АИ,DaxgZdV6
240,Варов Кирилл Иванович,28,8а,5,Варов_КИ,bPWI9Yk9
241,Пурынов Евгений Петрович,244,9и,3,Пурынов_ЕП,kkbSiFnO
242,Супрутская Вероника Викторовна,187,9а,2,Супрутская_ВВ,4c9qsoQZ
243,Скроцкая Алина Федоровна,127,8г,3,Скроцкая_АФ,vDQPMndw
244,Барадулин Вадим Юрьевич,281,11х,3,Барадулин_ВЮ,WjUpPLYW
245,Точилин Дмитрий Фёдорович,476,8а,2,Точилин_ДФ,0sv1g89r
246,Бикмуллин Руслан Валериевич,333,11т,2,Бикмуллин_РВ,kKctldp0
247,Серпичев Василий Алексиевич,394,10х,5,Серпичев_ВА,4xWgWu1T
248,Вострышев Яков Аркадиевич,343,8г,5,Вострышев_ЯА,VadgacOC
249,Грушчева София Евгеньевна,480,11в,1,Грушчева_СЕ,RkPdHYW4
250,Кулапов Александр Юрьевич,109,9б,5,Кулапов_АЮ,PmyIX9Vw
251,Чибисенков Владислав Фёдорович,375,8х,3,Чибисенков_ВФ,YYLSiEBN
252,Утилов Роман Василиевич,254,9х,2,Утилов_РВ,BBCiMZPv
253,Татаурова Галина Федоровна,145,10т,4,Татаурова_ГФ,GDASuyUv
254,Визавитина Наталия Леонидовна,101,10г,2,Визавитина_НЛ,BB0LcmhM
255,Мягченков Артём Денисович,115,7б,4,Мягченков_АД,3wkJ3xv0
256,Брикова Инна Богдановна,256,9б,4,Брикова_ИБ,3hiuPD3D
257,Наторкин Валентин Данилович,319,7и,2,Наторкин_ВД,nC5Fv6wF
258,Эштрекова Софья Алексеевна,76,9в,3,Эштрекова_СА,dHQuR62F
259,Кутаманова Кира Андреевна,182,10т,2,Кутаманова_КА,2JvbT5Fk
260,Кыштымова Евгения Эдуардовна,255,8в,5,Кыштымова_ЕЭ,N2pFX001
261,Ккнязева Клавдия Дмитриевна,34,7б,5,Ккнязева_КД,vvEkzk4r
262,Глаголина Алиса Никитична,249,9д,2,Глаголина_АН,DfkZPkay
263,Рисина Раиса Валерьевна,451,10а,4,Рисина_РВ,u5JB0HSE
264,Ребров Алексей Георгиевич,289,8и,3,Ребров_АГ,JxSwfEbm
265,Вырысалова Александра Евгеньевна,39,11и,2,Вырысалова_АЕ,f3wB9V3u
266,Гомольский Владимир Юриевич,314,11х,5,Гомольский_ВЮ,Re628YFv
267,Швинова Марина Федоровна,271,8г,5,Швинова_МФ,kn7Qw8yv
268,Рудковская Инна Дмитриевна,6,7т,3,Рудковская_ИД,nx19KlKA
269,Решеткина Дарья Василевна,408,10и,3,Решеткина_ДВ,UThKyjZr
270,Евстихеев Игорь Василиевич,422,10х,5,Евстихеев_ИВ,5atkFBmL
271,Лазарина Алёна Федоровна,161,8б,3,Лазарина_АФ,iZEwaXXD
272,Гляченков Григорий Николаевич,431,10а,5,Гляченков_ГН,bOOH22MH
273,Чардынцева Алина Вадимовна,135,10д,3,Чардынцева_АВ,CqXH26Q6
274,Скаредов Яков Иванович,337,9т,5,Скаредов_ЯИ,VtmCkgqj
275,Юрицкий Эдуард Денисович,192,7д,3,Юрицкий_ЭД,Z1kyvQR4
276,Кравчина Светлана Аркадьевна,413,11г,5,Кравчина_СА,UlVfBwWk
277,Чмареткова Полина Вадимовна,449,10а,2,Чмареткова_ПВ,M8dPDqdP
278,Углова Галина Романовна,260,9г,3,Углова_ГР,EiG40Ws8
279,Згуровская Виктория Андреевна,220,9т,4,Згуровская_ВА,46ci9qct
280,Секерский Станислав Сергеевич,235,10а,4,Секерский_СС,zKyqtVWn
281,Жевайкин Евгений Адамович,86,11г,3,Жевайкин_ЕА,baTveyac
282,Коточигов Семён Игоревич,26,9д,5,Коточигов_СИ,mS8Y1JLr
283,Калонин Альберт Денисович,297,8б,2,Калонин_АД,W3j6Nd4R
284,Валягин Григорий Антонович,94,10в,4,Валягин_ГА,zQKAJUxW
285,Коцева Кристина Николаевна,412,9г,3,Коцева_КН,BQLUlH5r
286,Голина Кристина Максимовна,3,7х,3,Голина_КМ,0b0gYOgg
287,Батрамеев Анатолий Романович,354,9х,3,Батрамеев_АР,qx3PquU8
288,Чикмарев Валентин Валериевич,306,9и,5,Чикмарев_ВВ,JGGEhO65
289,Киницына Валерия Олеговна,202,7х,4,Киницына_ВО,9wPjk8Lq
290,Числин Юрий Денисович,121,7в,2,Числин_ЮД,zYqJZmkq
291,Стебунова Юлия Романовна,358,9т,3,Стебунова_ЮР,Mc73wkJp
292,Кацов Павел Павлович,236,10г,5,Кацов_ПП,Y0T7P62X
293,Гоцев Тарас Викторович,41,8в,3,Гоцев_ТВ,Pdno505H
294,Мотовицкий Роман Аркадиевич,31,11и,5,Мотовицкий_РА,ayNykCae
295,Чурзина Клара Егоровна,308,10б,3,Чурзина_КЕ,OWWjpIrk
296,Щепалкина Валерия Сергеевна,134,9б,4,Щепалкина_ВС,aMl7dWI2
297,Утимишев Ярослав Игоревич,239,11а,3,Утимишев_ЯИ,5FmMVDIn
298,Алуханов Кирилл Фёдорович,298,7т,2,Алуханов_КФ,oaK21igp
299,Полунеев Валентин Валериевич,307,8и,2,Полунеев_ВВ,pPDYzKrH
300,Крупенова Наталия Андреевна,209,7в,5,Крупенова_НА,dzxa2Jxx
301,Корнюшин Илья Юрьевич,44,10т,3,Корнюшин_ИЮ,GfqpApUo
302,Паушева Виолетта Никитична,310,8г,4,Паушева_ВН,eytoGKqT
303,Берзин Герасим Антонович,349,11т,5,Берзин_ГА,vsONy4jt
304,Шулунова Алла Алексеевна,54,7д,4,Шулунова_АА,2U5V62ds
305,Трепашова София Яковлевна,399,11а,2,Трепашова_СЯ,AGH1yEG9
306,Чумейкин Константин Антонович,8,8б,5,Чумейкин_КА,rETz5wRC
307,Польшиков Денис Игоревич,495,9и,2,Польшиков_ДИ,Qo7H3teA
308,Медоусова Жанна Романовна,252,7б,2,Медоусова_ЖР,xkzaUwxo
309,Акуратова Клавдия Андреевна,92,9г,5,Акуратова_КА,j83NTKX5
310,Курмеева Елизавета Валерьевна,486,8а,5,Курмеева_ЕВ,8d6qkmo3
311,Бадов Александр Аркадиевич,217,10г,3,Бадов_АА,wJPWk4zu
312,Бакушин Эдуард Адамович,265,7б,5,Бакушин_ЭА,TD3uxcKS
313,Чебина Инна Сергеевна,273,10т,2,Чебина_ИС,Wqb2fJ8m
314,Подледнова Наталья Ивановна,112,11и,3,Подледнова_НИ,ePCunQYg
315,Садгеева Лиза Евгеньевна,460,11г,3,Садгеева_ЛЕ,SvGZwEbe
316,Акушин Борис Павлович,493,9т,2,Акушин_БП,hHROgyB1
317,Аришев Руслан Кириллович,379,10т,3,Аришев_РК,mh3c4x4V
318,Гуслова Кристина Олеговна,389,9в,2,Гуслова_КО,Dvj6g96p
319,Глоточкина Оксана Аркадьевна,370,9и,5,Глоточкина_ОА,pGnVq8BB
320,Шапина Маргарита Романовна,163,8б,5,Шапина_МР,YY3gNLvd
321,Дурылин Георгий Валериевич,261,11т,4,Дурылин_ГВ,8SQmAoZi
322,Болкисева Анна Викторовна,248,7х,4,Болкисева_АВ,b3ElAcSz
323,Багапов Вячеслав Сергеевич,99,7д,4,Багапов_ВС,dLbuuW6Z
324,Люцарева Яна Аркадьевна,376,11б,2,Люцарева_ЯА,4f2UyV56
325,Боготынина София Егоровна,63,11б,5,Боготынина_СЕ,XUCb4SpE
326,Саюшкин Игорь Алексиевич,211,11х,5,Саюшкин_ИА,agPPxXSD
